id,summary,host_is_superhost,host_since,host_response_time,neighbourhood,reviews_per_month,property_type,beds,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price_dollars
8283433,"Spacious, recently renovated apartment on beautiful tree-lined street steps away from Jamaica Pond, Arboretum, shops, restaurants, public transport. Spotlessly clean! Safe location in a lively, artsy neighborhood with endless activities for all ages. A comfortable and convenient home base for discovering Boston and beyond.",f,2011-10-08,within an hour,Jamaica Plain,NA,Apartment,4,NA,NA,NA,NA,NA,NA,NA,300
14573919,"1000 sqft apt close to Franklin Park, The Arnold Arboretum, Jamaica Pond, JP Center, Forest Hills and Green Street Stations. 10 min drive to Fenway Park, 15 min / downtown. You’ll appreciate the ambiance, the outdoors space, the neighborhood, the front and back porch, the urban bamboo grove, the laid-back atmosphere, the convenient location. Perfect for families but plenty comfortable for couples, solo adventurers, business travelers and groups of friends.",f,2015-03-08,within an hour,Jamaica Plain,NA,Apartment,3,NA,NA,NA,NA,NA,NA,NA,200
7495866,Pleasant sunny rooms on the third floor of a Victorian home with beautiful natural surroundings. A special area within a special area of Boston. Wooded and rocky landscape with public transportation 100m from home. 2 Person maximum.,f,2015-07-09,within an hour,Jamaica Plain,1.95,Apartment,1,92,10,10,9,9,10,9,136
13623390,"Cool and comfortable one bedroom apartment in the fun and funky Stonybrook neighborhood (Jamaica Plain). It comfortably fits two, located on a quiet street with less than 1/2 mile walk to the subway and less than one mile walk to downtown JP.",f,2016-05-01,within a few hours,,2.54,Apartment,1,96,10,10,10,10,10,9,100
3629014,"Great LOCATION. Dedicated off-street PARKING. Hotel comfort in unusual, private room, 2 new queen-sized beds, w/new, dedicated guest bathroom - awesome shower. ALL people, all identities,  all ethnicities WELCOME. 4 min. walk to Train. If you are one person, or two who want to sleep together, the bed on the ground level is perfect. If you are more than 2, or you are two people who prefer to sleep separately, we open up access to the loft. Lovely home of an Artist who adores Hosting.",t,2014-07-16,within an hour,Jamaica Plain,2.13,House,2,100,10,10,10,10,10,10,88
10883063,"Recent renovation of LARGE attic loft with skylights, full bath, thermapedic double bed and single bed, exposed brick and oak floor.  Lodging only (no access to kitchen).",f,2014-12-07,within a few hours,,2.54,House,2,93,9,9,10,10,9,10,95
713627,"This one family house with loft like, mid century decor has off street parking and is surrounded by trees, in a quiet neighborhood, close to the Orange Line T, Longwood Medical Center, bike paths, cafes, parks, restaurants, galleries, LBGT friendly. ",f,2012-09-16,within a few hours,Jamaica Plain,0.04,House,1,80,8,8,10,8,8,8,135
4105704,"Sunny and private 1 bedroom with eat-in kitchen, hardwood floors, study alcove.  Located in a lovely Victorian house on a quiet street in Jamaica Plain, a neighborhood of Boston.  Very short walk to the subway, restaurants and the Arnold Arboretum. ",t,2014-09-13,within a day,Jamaica Plain,4.46,House,1,98,10,10,10,10,10,10,135
3957602,"Great location near subway! Large upstairs suite with spacious private room and private bath, sunny large yard and the rest of the house which you are welcome to use or just curl up in front of the wood burning stove! Park in our driveway too!",t,2012-04-12,within a few hours,Jamaica Plain,2.62,Bed & Breakfast,1,97,10,10,10,10,9,10,75
11739985,"Top-floor suite in antique Victorian home, minutes from downtown Boston.   Two light-filled rooms, perfect for a family of up to 5.  Beautiful spa bath with claw tub and large walk-in shower.  (This is not an Entire home or separate apartment.)",t,2015-06-09,within a few hours,,4.57,House,4,96,9,10,10,10,10,10,189
5874408,"Relax & unwind in our warm abode, a short walk to shops & restaurants in Jamaica Plain, one of Boston's many neighborhoods. 25 min to downtown Boston by train. Enjoy the Arnold Arboretum, Jamaica Pond, and all that Boston has to offer! Light breakfast included.",t,2014-11-30,within an hour,Jamaica Plain,2.62,House,1,98,10,10,10,10,10,10,75
7693009,"Our spacious condo is a 5 minute walk from the orange line in the popular neighborhood of Jamaica Plain. Easy access to Centre St, Jamaica Pond and downtown. We are a clean, relaxed 30-something couple with 3 chill dogs, vegetarian tendencies and lots of Boston knowledge. Laundry in unit.",f,2012-04-20,within a day,,1.14,Apartment,1,97,10,10,10,10,9,10,55
3775876,"Feel at home in my spacious and light filled apartment with gorgeous hardwood floors, patio and relaxing back deck. Beautiful, creative, artistic environment. Conveniently located, it's a very quiet with a tranquil atmosphere",f,2014-01-20,within an hour,Jamaica Plain,0.4,Apartment,1,86,10,9,9,8,8,8,125
3693850,"Urban oasis on a quiet street in ring of Boston's ""Emerald Necklace"" featuring a sparkly clean bathroom! Just steps to Forest Hills Orange Line Subway T, you can be anywhere in Boston in no time. Plus walk to organic groceries just two blocks away!",t,2014-07-24,within an hour,Jamaica Plain,7.55,Condominium,1,96,10,10,10,10,9,9,88
4736217,"The house has three rooms and half. Has pretty hardwood floors, central heat. The bathroom, kitchen and floors are cleaned twice monthly by a professional cleaner. The house has front/back porches and yard, grill, outdoor, street parking",f,2014-05-27,within a few hours,Jamaica Plain,0.08,Apartment,1,80,8,8,8,10,8,10,72
14428514,"My place is close to a Boston Subway Station, Public Transit. You’ll love my place because of the Public Transit, Walking Distance to Downtown Boston, and the trendy safe neighborhood. My place is good for solo adventurers, and business travelers.",f,2014-10-13,within an hour,,1,Apartment,1,60,8,6,10,8,8,8,22
3021862,"Call this room home for a night or more. Includes TV, wifi, private bath with walk in spa-like shower and jacuzzi tub. Private entrance through back door accessed through a keypad lock. Access to back porch and patio.",f,2014-05-11,within an hour,Jamaica Plain,2.52,House,1,90,10,10,10,10,10,10,90
4348422,"2 bedroom, 2bath, 1200sq ft condo with gorgeous kitchen and living area with fireplace, laundry in unit, 5 minute walk to Jamaica Plain main street restaurants, shops and groceries, 5 minutes walk to the T and a 15 minute ride into downtown Boston, 10 minute jog to gorgeous ponds, trails and an arboretum. Dog Friendly.",f,2014-10-06,N/A,Jamaica Plain,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,150
973840,"Stay in the spare room in my JP apartment! Just a couple of minutes to the subway in funky Jamaica Plain. You get a private room, access to the whole place and even laundry if you want. Close to a big park, shopping and eateries. ",f,2013-03-04,within a few hours,Jamaica Plain,1.03,Apartment,1,95,10,10,10,10,9,9,82
9575439,"Sunny private room facing the back yard with private bathroom in recently renovated first floor of a Victorian house.  Large, bright and cozy room with a queen bed and a big built in closet. Bathroom in the hallway.",f,2015-11-21,within a few hours,Jamaica Plain,2.17,House,1,94,10,10,9,10,9,10,84
4430821,"Enjoy comfort and privacy in our renovated third floor walk up.  Located on a quiet street in a vibrant neighborhood, walkable to shops, restaurants, art galleries, and reliable public transit.",f,2013-01-17,within a day,Jamaica Plain,1.05,Apartment,2,94,10,9,10,10,9,9,160
9591772,"Two-bedroom condo with open layout.  5 minute walk to Stony Brook T station and the orange line, 10 minute ride to downtown and tourist sites.  Short walking distance to Jamaica Plain center, Whole Foods and an excellent variety of restaurants.",f,2015-03-24,N/A,Jamaica Plain,0.13,Apartment,2,100,10,10,10,10,10,10,110
3079305,"This two bed, one bath, condo in the heart of Jamaica Plain features two queen sized beds, modern kitchen, charming back patio, central air/heat and a comfortable living space. A ten minute walk, or less, to get you to everything JP has to offer.",t,2014-05-17,within a few hours,Jamaica Plain,1.23,Apartment,2,98,10,10,10,10,9,10,150
14474114,"The apartment is located in Jamaica Plain, within very close walking distance to the Forrest Hills T Station (located on the Orange Line). The Forrest Hills T Station also happens to be a bus depot as well, so there is no lack of public transportation access. A bus stop is 50 feet from the house. You’ll love my place because of the kitchen and the coziness. My place is good for couples, solo adventurers, and business travelers.",f,2016-08-10,within a few hours,Jamaica Plain,1,Condominium,1,100,10,10,10,10,10,10,80
7789429,"When you're in this cozy, top-floor unit, you feel like you're away from it all.   It's very welcoming when you walk in at the end of the day. And, it's full of stained glass, antiques, and unique architectural pieces.",f,2012-08-01,within an hour,Jamaica Plain,0.42,Apartment,3,100,10,10,10,10,10,10,225
1203014,"Located in Boston's hippest neighborhood, Jamaica Plain, this modern home features a private bedroom (double bed), shared bath and more.  The house is surrounded by parks and within walking distance to everything a visitor to Boston could desire! ",f,2013-05-25,within a few hours,Jamaica Plain,1.53,Apartment,1,96,10,10,10,10,9,9,65
957224,"My spacious and sunny three bedroom apartment is the perfect home base for any visit to Boston - - close to public transportation, downtown, restaurants, shops, and green spaces. Come visit!",f,2012-11-21,within an hour,Jamaica Plain,1.42,House,4,93,10,10,10,10,10,9,275
4119345,"Just steps from public transportation, restaurants and green jogging paths, this private oasis that  fits up to eight people is the perfect home base from which to see New England, celebrate a graduation, attend conferences or visit colleges.",f,2011-11-16,within a few hours,Jamaica Plain,0.25,House,3,100,10,10,9,10,10,10,300
5495547,"Spacious, charming & well-maintained 1920s-era three-bedroom FULL HOUSE in Jamaica Plain,  adjacent to the Arnold Arboretum and Faulkner-Brigham and Women’s Hospital.    This house comes with a car, rentable separately through RelayRides.",f,2012-06-26,N/A,Jamaica Plain,0.26,House,3,100,10,10,10,10,10,10,185
12081834,"Come spend a relaxing vacation in a World travelers spacious, elegant, and conveniently located 1 Bedroom Apartment in beautiful Jamaica Plain, Boston. 3 Minute walk to Stony Brook Station, 2 Private Patios, Dining room and Free street parking.",f,2012-02-28,within an hour,Jamaica Plain,1.47,Apartment,1,94,10,9,10,10,10,9,175
14260905,"Close to downtown Boston and in the trendy, artsy neighborhood of Jamaica Plain.  Conveniently located near public transportation: Green St. subway station and the #39 Bus takes you just 15 minutes to the heart of Boston: Back Bay/Copley Square, Faneuil Hall, or the Museum of Fine Arts.  JP center nearby with great restaurants, cafes, and unique shops.  Also, Jamaica Pond, Arnold Arboretum, and the Sam Adams Brewery are a short walk away.  Great for couples, families, business travelers.",f,2015-03-23,within a day,Jamaica Plain,NA,Apartment,3,NA,NA,NA,NA,NA,NA,NA,175
3988018,"Comfy twin beds, free breakfast, clean sheets, fresh towels, private space with welcoming hosts who want to make your Boston experience easy and memorable. Roslindale is a wonderful neighborhood. If you have any doubts, read our reviews!   ",t,2011-12-07,within an hour,Jamaica Plain,7.09,Apartment,2,97,10,10,10,10,9,10,75
728238,,f,2012-04-14,within an hour,Jamaica Plain,1.88,Apartment,1,87,9,8,10,10,9,9,60
12997241,"Enjoy two lovely rooms on 2nd flr of beautiful Victorian with full bath on 2nd flr and full bath, kitchen, dining room on 1st floor. Two minutes from the Orange line (giving easy access to downtown); close to amazing parks, cafes, and restaurants.",t,2014-02-11,within an hour,Jamaica Plain,0.34,Apartment,2,80,8,8,10,10,10,10,100
10074653,"This is on the 3rd floor of my house.. with double bed and shared bathroom. As a guest you are welcome to use the kitchen and dining area on the main floor. The house is in diverse community of Jamaica Plain...Centre St/Ave of The Americas is lined with shops, restaurants with great cuisines. 10 min to orange subway or #39 bus for 20min ride to downtown Boston, hospitals, museums.",t,2015-11-19,within a few hours,Jamaica Plain,1,Townhouse,1,100,NA,8,10,10,10,10,75
4054079,"Sunny Boston private entry efficiency studio & bathroom in Jamaica Plain, MA 02130 near Orange Line trains, cafes, shops, parks, bike shares, car shares, amazing walkable locale & Boston attractions!  It is a 1-minute walk from Stony Brook Train Station.  It comfortably sleeps 2 people with a queen bed, bath with stand up shower, ac, wifi & premium cable tv. No kitchen, but coffee maker, toaster oven, fridge & microwave. Free street parking on Amory, Porter, Jess, Bismarck, or Boylston Street.",t,2014-09-03,within an hour,Jamaica Plain,2.74,Townhouse,1,95,10,10,10,10,10,9,94
12849003,"Come stay in your own apartment within our house. We live in a 3 floor townhouse in Jamaica Plain (3 miles away from Back Bay and 4 miles away from Downtown Boston) and the bottom floor has a private room and private full bathroom with a memory foam queen size mattress, 2 comfortable pillows, one of which is memory foam and closet space. All a 5 mins walk from the T!",t,2014-07-10,within an hour,Jamaica Plain,5.09,Townhouse,1,98,10,10,10,10,9,10,85
8067585,"Charming private bedroom in a vintage-style apartment, with easy access to ""the T,"" Greater Boston's subway system and excellent bus routes.  Quaint walkable neighborhood with TONS of local restaurants and shops.  Shared kitchen and bathroom.",t,2015-02-14,within a few hours,,1.66,Apartment,1,98,10,10,10,10,10,10,83
7723492,Spacious apartment with back porch. Located in the heart of JP next to numerous restaurants/cafes Just a few blocks from Arnold Arboretum and Jamaica Pond. Bus 39 takes you downtown in minutes.  Train stations: Green Street & Forest Hills (orange),f,2013-01-05,within an hour,Jamaica Plain,1.69,Apartment,1,94,9,10,10,10,10,9,75
1956275,"Beautiful & spacious 3 Bedrooms, 1.5 baths with parking and washer & dryer.  Outdoor spaces offers a private back yard. Walk to the Arboretum Park, Jamaica Pond, shops & restaurants + easy access to public transportation to Downtown Boston.   ",f,2013-10-24,within an hour,Jamaica Plain,2.3,Apartment,3,88,9,9,9,9,9,9,168
1136972,"Comfy queen-size bed, free breakfast, clean sheets, fresh towels, private space with welcoming hosts who want to make your Boston experience easy and memorable. Roslindale is a wonderful neighborhood. If you have any doubts, read our reviews!",t,2011-12-07,within an hour,Jamaica Plain,7.07,Apartment,1,96,10,9,10,10,9,10,60
1071235,"Our 425 sf studio is quiet, private, and ideally situated in the heart of JP-a 4 min. walk to the subway. It offers a super comfy bed, a full size bath, and all the necessities-wifi, cable TV, full kitchen, dining nook, and free on-street parking   ",t,2011-08-13,within an hour,Jamaica Plain,3.75,Apartment,1,94,10,10,10,10,10,9,135
4233242,"Private bedroom in a beautiful Victorian house walking distance to restaurants, shops, and steps to the subway.   Located in a relaxed artistic home, your room is quiet and private with access to a gourmet kitchen, deck, and comfortable living room.",f,2010-08-10,within a few hours,Jamaica Plain,0.64,Bed & Breakfast,1,97,9,9,10,10,10,9,119
14415125,"Private modern condo in a JP 2 family. Enjoy our extensive collection of fresh local art. This is not your standard run of the mill rental. Collection will rotate.  Completely redesigned with a SS kitchen, washer/dryer in unit, pantry, huge closets, tall ceilings (17ft in some places), modern fixtures, and an office alcove. Enjoy nice landscaping and deck. 1blk to subway, restaurant/bar, gym, cafe. Walk to Centre St's many shops & restaurants.  Mins to Medical area. Absolutely no need for a car.",f,2016-05-05,within an hour,Jamaica Plain,NA,Condominium,2,NA,NA,NA,NA,NA,NA,NA,275
3905508,"Comfort and charm in private one-bedroom apartment in owner's home. Stairway up from garden to your own porch entry. Quiet, tree-lined street in historic Woodbourne area with easy parking and near bus, trains and two bustling commercial villages. Minutes from downtown Boston.",f,2012-08-26,within a few hours,,1.68,House,1,99,10,10,10,10,10,10,130
1628130,"Fully updated, spacious Victorian with modern decor and conveniences, sunporch, patio garden, great front porch with cozy outdoor sofa, office, 4+ bedrooms, kids toys and games, vegetable garden you can harvest from, etc. On quiet street steps from JP's main drag and easy access to public transportation. 5-minutes to Arboretum and Jamaica Pond. Available early July.",f,2011-01-02,within a few hours,Jamaica Plain,0.64,House,7,100,10,10,10,10,10,10,750
14566386,"You are welcome to my condo in 1875 Historic Victorian Home.This is a bi-level-apartment. Entire 2 floor consist of 2 bedrooms, living room , kitchen and 1 bathroom. First bedroom has twin size bed, second- king size bed( can be turned to 2 twin size beds per your request).",f,2015-01-11,within an hour,,NA,Apartment,3,NA,NA,NA,NA,NA,NA,NA,160
9590679,"Get a good nights rest in this large clean room with a comfy pillow top bed.  Chill and read with the natural morning light in the single chair or get some study done at the table.  Move around Boston easily using the nearby public transport (Green E Line, Orange Line, Bus 39) or park your car for free on the road.  Pop around the corner for a snack at Whole Foods or at one of the restaurants. Your bilingual international hosts can help guide you in English or Spanish.",t,2015-11-22,within a few hours,Jamaica Plain,3.07,Condominium,1,100,10,10,10,10,10,10,65
14469677,"Our large six bedroom home is close to Jamaica Pond, Arnold Arboretum, City Feed & Supply, JP Seafood Cafe, Wonder Spice Cafe, Bukhara Indian Bistro and Cafè Nero. We know that you will enjoy our central location and our warm family who are very comfortable with guests from all over the world.  You can enjoy great neighborhood restaurants and shopping, all within a short walk from our doorstep. We offer keyless entry for our guest and each guest is provided an entry code prior to arrival.",f,2016-06-23,within an hour,,3,House,2,100,9,9,9,9,9,9,77
447826," Our tiny guest room, often a favorite in a house of cool rooms, feels much like a tree house or ship's berth with a full sized bed. Our antique house in hip JP has a modern kitchen, shared bath and is a quick ride to downtown and the Medical Area. ",t,2012-04-02,within a few hours,Jamaica Plain,3.86,House,1,96,9,9,10,10,10,10,71
12736777,"1300 sq ft townhouse with roof deck located between Green Street and Forest Hills. 5 minute walk to Doyle's and trolley to the Sam Adam's Brewery. Dog friendly, and dog-proofed for furry escape artists. Well equipped kitchen, many restaurant options, dine in or take out.",f,2015-07-29,N/A,,0.48,Townhouse,1,100,10,10,10,10,8,10,200
9459945,"Private room in a spacious 2-BR apartment in a great location!  Short walk to 4 different T-trains and bus.  10 min. to Longwood Medical Area.  Across the street from a beautiful park and JP pond. Your host is a fellow traveler, adventurer, & foodie!",f,2014-07-21,within a few hours,Jamaica Plain,0.61,Apartment,1,100,10,10,10,10,9,10,55
13621476,"Right on Centre Street in quirky Hyde Square, my apartment is  a stone's throw to the best that JP has to offer. From walks around stunning Jamaica Pond, perfect pints at The Haven or Brendan Behan's, or fantastic cuban food at El Oriental De Cuba, there is lots to do just steps from the front door. Perfect for solo adventurers, couples discovering Boston, or business travelers here for only a short stay.",f,2015-07-29,within a day,Jamaica Plain,0.43,Apartment,1,NA,NA,NA,NA,NA,NA,NA,95
2365632,"Newly renovated 2 bedroom apartment will make your eyes pop! Located within walking distance of subway, grocery, bike path, & The Arnold Arboretum. Equally convenient location for drivers. Ski lodge feel, sky lights, large deck, pine trees, oasis in the city.",f,2014-02-09,within a day,Jamaica Plain,1.8,Apartment,2,94,9,9,10,10,10,9,220
10163454,"Guest room with full size bed, closet, plenty of blankets and bedding, towels, a bathroom shared with 2 others on the bottom floor with shower/tub, kitchen access. 2-minute walk to orange line; bars, restaurants, shops, arboretum walking distance.",f,2015-12-24,N/A,Jamaica Plain,NA,House,1,NA,NA,NA,NA,NA,NA,NA,54
14308511,"This is a two bedroom, one bathroom apartment. One of the bedrooms would be yours (with a new queen mattress). I have an inflatable twin mattress if you have a third person. We share the bathroom. The place is clean, comfortable, and quiet. There is plenty of unrestricted parking on the street.   Buyer beware: the place comes with an infant and dog (but both are really cute!). Check in is at 6pm weekdays (unless you pick up the keys from my downtown office) or 2pm weekends.",f,2011-07-20,within an hour,,5,Apartment,2,92,10,10,9,10,10,9,72
13751426,"Your room is close to Jamaica Pond, Arnold Arboretum, Green Street T, JP Licks, Downtown Boston. You’ll love the kitchen, the coziness, spending time on the decks, and the convenience of getting around. My place is good for couples, solo adventurers, and business travelers.",f,2016-03-12,within a few hours,Jamaica Plain,4.41,Apartment,1,96,10,10,10,10,10,10,70
1692573,"Entire third floor of our historic Victorian home with equal doses of period detail and contemporary design will be yours. 2 bedroom, 1 bath, lounge area w/dining nook.  Artsy neighborhood with great urban vibe, lots of green space, close to T.",t,2013-09-13,within a few hours,Jamaica Plain,2.63,House,3,96,10,10,10,10,10,10,135
12932001,"Located in Jamaica Plain, just minutes from the Stony Brook train station/orange line. Ten minutes into Boston. This three bedroom, 1 1/2 bath, fully furnished home is perfectly located near downtown, Jamaica Pond and the Harvard Arboretum.",f,2013-10-01,within a few hours,Jamaica Plain,1.3,House,3,100,10,10,10,10,10,10,300
5182313,"Welcome to our home! We (Rachel and Adam) live in a lovely 2bd apartment in Boston's Jamaica Plain neighborhood. We are friendly folks who love hosting travelers in our JP apartment in our 2nd bedroom. Our adorable dog Lucy loves meeting new people and will melt your heart! We love making breakfast for our guests and sharing our favorite spots to visit and eat at in the city. Just a 5 min walk to the T, we love our location and welcome you to our home!",t,2011-05-01,within a few hours,Jamaica Plain,3.75,Apartment,1,96,10,9,10,10,9,10,110
13865867,"Our large six bedroom home is close to Jamaica Pond, Arnold Arboretum, City Feed & Supply, JP Seafood Cafe, Wonder Spice Cafe, Bukhara Indian Bistro and Cafè Nero. We know that you will enjoy our central location and our warm family who are very comfortable and experienced hosting guests from all over the world.  You will enjoy our great neighborhood restaurants and shopping, all within a short walk from our doorstep. We offer keyless entry with codes assigned before guests arrive.",f,2016-06-23,within an hour,Jamaica Plain,5,House,1,96,10,10,10,10,10,10,70
4331214,"Enjoy a cozy bedroom, tucked away in our colorful, comfortable home & verdant garden! Full kitchen, 3-season porch, easy walk to markets/shops. Close to the subway (20 minutes and you're in downtown Boston), yet amazingly quiet and peaceful!",t,2012-10-22,within a few hours,Jamaica Plain,1.48,House,1,95,10,10,10,10,10,10,75
12824498,"Great location in Jamaica Plain near the Pond for crips morning walks. Easy access to Green Line (E), Orange Line, and near Centre Street. The room is cozy and feature open closet space, a soft mattress, a full desk set up, and all the right novels.",f,2013-12-09,within a few hours,Jamaica Plain,1.03,Apartment,1,90,9,7,9,10,10,9,70
14602997,"Conveniently located in the vibrant Jamaica Plain / Roxbury neighborhood. A short walk to tons of great restaurants, cafes, and bars; a five minute stroll to Stony Brook T Station will connect you to the rest of Boston; and close to the amazing Arnold Arboretum, which is a site to see in all seasons. If you run, walk or bike, the Southwest corridor, is a safe and easy way to get downtown. Great area for tourists, students, or those on business.  Room has queen bed, desk, and closet.",f,2010-05-08,within an hour,Jamaica Plain,NA,Condominium,1,NA,NA,NA,NA,NA,NA,NA,88
6377998,"House access includes a dining room, living room, fireplace, cable and wireless, eat-in kitchen, 4 bedrooms, 2 full baths, laundry, back deck, hammock, yard and parking. Short walk to the T, bars, restaurants, cafes, zoo, zipcars and hubway bikes.",f,2011-08-18,within a day,Jamaica Plain,1.44,House,7,97,10,10,10,10,9,9,480
743211,A unique find - a single family home in Boston's hippest neighborhood. You are surrounded by beautiful gardens and have off street parking for 5+ cars.  It's a short trip from the airport and close to the center of town and public transportation.,f,2012-07-01,within an hour,Jamaica Plain,1.17,House,5,97,10,9,10,10,9,9,550
5166870,"A one of a kind lodging experience on the 3rd floor of a 19th c. Queen Anne. Newly renovated and updated, the space has all the comforts of a modern home. Enjoy spectacular views of JP and Franklin Park from your apartment's 4th story tower.",f,2011-12-09,within an hour,Jamaica Plain,1.66,Apartment,2,94,10,10,10,10,9,10,180
3593290,Newly renovated open and airy single family home in the heart of one of Boston's grooviest neighborhoods!  Open floor plan home tucked back on a quiet street steps from Arnold Arboretum.  Three floors..top of the line appliance..large soaking tub.,f,2013-04-18,within a day,Jamaica Plain,0.35,House,4,100,10,10,10,10,10,10,325
14672735,"My place is close to the train (Orange Line - Stony Brook stop), groceries (Whole Foods, Stop & Shop), pharmacy (CVS), restaurants, shops, a park, running and biking paths, etc. . . Easy to travel to anywhere in Boston including downtown, South Boston, Cambridge, and Somerville. You’ll love my place because of the neighborhood, the outdoors space, and the people. My place is good for solo adventurers and business travelers.",f,2016-08-21,N/A,Jamaica Plain,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,65
1612842,"3-BR apartment in charming area, with bistros, cafes, tennis courts, subway station, and groceries a short walk away.",f,2013-09-01,within a day,Jamaica Plain,0.23,Apartment,4,98,10,10,10,9,9,9,290
332225,"Beautiful home, in a quiet neighborhood, with parking, hot tub and a yard.  Hardwood floors, updated throughout. Side deck for meals. An overall great space!",f,2012-02-03,within an hour,Jamaica Plain,0.86,House,3,94,10,9,9,10,9,9,159
496022,"The house is in close proximity to two public transit stations and a major bus line. Our home is located in the Jamaica Plain neighborhood of the city. Jamaica Plain is a vibrant, young community with a lot to offer, and its a quick train or car ride into the center of the city.  We can provide a futon for additional sleeping accommodations if necessary.",f,2012-03-18,a few days or more,Jamaica Plain,0.44,House,1,99,10,10,10,10,10,10,200
8720718,"Studio guest suite with private entrance, centrally located in Jamaica Plain. 2 minute walk to orange line subway train station! 日本語で､連絡が可能です｡日本人のｵｰﾅｰです｡",f,2015-10-04,within an hour,Jamaica Plain,7.38,House,1,98,10,10,10,10,10,10,95
9212213,"Closed Quiet, thoroughly modern condo, loaded with amenities. Centrally located to Boston's world-famous cultural scene, yet close to beautiful parks/gardens, the ""T"". Diverse, friendly neighborhood is foodie heaven. 2-story, 1826 sf condo, private entrance, clean, wood/tile floors, free wi-fi, comfy, super kitchen, gas washer/dryer.",f,2015-11-01,within a day,,2.06,Condominium,1,85,8,7,10,10,10,8,65
8310894,"This light, spacious unit is in Jamaica Plain, one of Boston's trendiest neighborhoods. The apartment sits alongside several parks with excellent walking paths. Easy commute to Fenway and downtown Boston via the subway or by foot.",t,2014-11-18,within a day,Jamaica Plain,0.79,Apartment,1,98,10,10,10,10,9,10,99
1167221,"This is a terrific suite with a separate room within the room for a third person (the baby lion).  A comfortable queen sized bed in a spacious room equipped with a flat screen TV, basic cable, skylights (with blinds).  Velvet curtains darken the room for deep rest.  Large en suite bathroom with walk in shower, whirlpool tub and dual sinks fully provisioned with shampoo, conditioner, shower gel and hair dryers.  Easy walk to shops and restaurants and subway.  Minutes from downtown Boston.",f,2013-05-14,within an hour,Jamaica Plain,3.25,House,2,95,10,10,10,9,10,10,93
2592416,"Large single-family home in the desirable Jamaica Plain neighborhood of Boston.  The house is perfectly located on a 1/2 acre lot, at the end of a quiet dead-end street, but minutes to the restaurants and shops at the center of JP, as well as Franklin Park and the Arboretum.  The house itself is extremely comfortable and spacious, and includes an open floor plan on the first floor, a screened-in porch off the kitchen, and a large private yard and patio, with outdoor dining and seating areas.",f,2014-03-18,within a day,Jamaica Plain,0.21,House,6,100,10,10,9,10,9,10,500
1701741,"Fantastic Boston apartment in one of Boston's most beautiful, fun and safe neighborhoods.  Located on the edge of 8 miles of conservation land (perfect for walking, running, biking, snow showing, cross country skiing...) you can also jump right on the bus/train and be downtown in 10 minutes!",f,2013-07-11,within a few hours,Jamaica Plain,0.23,Apartment,2,88,9,8,10,10,10,8,295
4526315,"A unique Boston opportunity - beautiful single family home in a great location. Live like a local -  10 min walk to fine dining, hip shopping, and gorgeous parks. Close to all of Boston's attractions. A block from beautiful Jamaica Pond.   5 bedrooms, 3.5 baths, 2200 sq ft, and ample parking.",t,2013-01-14,within a few hours,Jamaica Plain,1.36,House,5,98,10,10,10,10,10,10,450
5918944,"Spacious 2 bedrooms offers convenience of city living in comfort of family neighborhood. A quick walk to transit, restaurants parks; the rooms are equally suitable for up to 3 adults or a young family.  Enjoy gourmet kitchen and spacious layout.",t,2011-03-18,within a few hours,Jamaica Plain,0.31,House,2,100,10,10,10,10,9,10,150
5738018,"Spacious apartment, renovated last year, fully furnished with bedroom, living room, and dining room with piano. There is also a patio and gated parking. Easy walk to several public transit lines, parks, restaurants, and supermarkets.",f,2013-07-05,a few days or more,Jamaica Plain,NA,Apartment,1,NA,NA,NA,NA,NA,NA,NA,95
4181530,Stay on the top floor of a three story condo in a wonderful neighborhood of Boston called Jamaica Plain!,t,2012-08-13,within a few hours,Jamaica Plain,0.78,Condominium,2,99,10,10,10,10,10,10,150
6065674,This perfectly situated 4 bedroom apartment & 2 full baths was just completely renovated in 2014. Each bedroom features queen size beds. It has brand new full kitchen with granite counter tops and new cabinets. Open living room with decorative firepl,t,2014-09-22,within an hour,Jamaica Plain,0.75,Apartment,4,95,10,10,10,10,10,10,399
13698137,"Conveniently located on quiet street 1 minute from subways, bus, groceries,shopping. Neighborhood of large houses close to parks ,lots of big trees, friendly people,museums, sporting events,world class dining, hospitals and colleges. Boston has much to offer and this house built in 1868  is close to everything.",f,2015-11-30,within an hour,,12.13,House,1,93,10,9,10,10,10,10,71
12209652,"Feel at home in my spacious and light filled apartment with gorgeous hardwood floors, patio and relaxing back deck. Beautiful, creative, artistic environment. Conveniently located, it's a very quiet with a tranquil atmosphere.",f,2016-04-03,within an hour,Jamaica Plain,NA,Apartment,3,NA,NA,NA,NA,NA,NA,NA,500
5049582,This room is quiet and cozy and located on the third floor of a large Victorian house in lively Jamaica Plain.  It is ideal for a couple or single traveler.  Perfect for a visiting scholar or researcher as it is close to hospitals and universities.,f,2010-08-10,within a few hours,Jamaica Plain,0.48,Bed & Breakfast,1,100,10,9,10,10,10,9,70
